"","Year","Vessel.Type"
"2804",2010,"MERCHANT"
"2805",2010,"MERCHANT"
"2806",2010,"MERCHANT"
"2807",2010,"MERCHANT"
"2808",2010,"MERCHANT"
"2809",2010,"BULK CARRIER"
"2810",2010,"CONTAINER SHIP"
"2811",2010,"MERCHANT"
"2812",2010,"TANKER"
"2813",2010,"TANKER"
"2814",2010,"TANKER"
"2815",2010,"TANKER"
"2816",2010,"CONTAINER SHIP"
"2817",2010,"BULK CARRIER"
"2818",2010,"MERCHANT"
"2819",2010,"CARGO"
"2820",2010,"TANKER"
"2821",2010,"TANKER"
"2822",2010,"TANKER"
"2823",2010,"CARGO"
"2824",2010,"CONTAINER SHIP"
"2825",2010,"CARGO"
"2826",2010,"TANKER"
"2827",2010,"BULK CARRIER"
"2828",2010,"MERCHANT"
"2829",2010,"MERCHANT"
"2830",2010,"TANKER"
"2831",2010,"BULK CARRIER"
"2832",2010,"CARGO"
"2833",2010,"TANKER"
"2834",2010,"MERCHANT"
"2835",2010,"SS/USS"
"2836",2010,"SS/USS"
"2837",2010,"BULK CARRIER"
"2838",2010,"TANKER"
"2839",2010,"BULK CARRIER"
"2840",2010,"CARGO"
"2841",2010,"CONTAINER SHIP"
"2842",2010,"MERCHANT"
"2843",2010,"CONTAINER SHIP"
"2844",2010,"CONTAINER SHIP"
"2845",2010,"Other"
"2846",2010,"CONTAINER SHIP"
"2847",2010,"TANKER"
"2848",2010,"TANKER"
"2849",2010,"TANKER"
"2850",2010,"CONTAINER SHIP"
"2851",2010,"CARGO"
"2852",2010,"TANKER"
"2853",2010,"TANKER"
"2854",2010,"TANKER"
"2855",2010,"CARGO"
"2856",2010,"MERCHANT"
"2857",2010,"CARGO"
"2858",2010,"CARGO"
"2859",2010,"TANKER"
"2860",2010,"MERCHANT"
"2861",2010,"BULK CARRIER"
"2862",2010,"TANKER"
"2863",2010,"TANKER"
"2864",2010,"TANKER"
"2865",2010,"TANKER"
"2866",2010,"TANKER"
"2867",2010,"BULK CARRIER"
"2868",2010,"MERCHANT"
"2869",2010,"BULK CARRIER"
"2870",2010,"CARGO"
"2871",2010,"MERCHANT"
"2872",2010,"MERCHANT"
"2873",2010,"MERCHANT"
"2874",2010,"MERCHANT"
"2875",2010,"CARGO"
"2876",2010,"TANKER"
"2877",2010,"TANKER"
"2878",2010,"Other"
"2879",2010,"TANKER"
"2880",2009,"TANKER"
"2881",2009,"TANKER"
"2882",2009,"FISHING"
"2883",2009,"TANKER"
"2884",2009,"MERCHANT"
"2885",2009,"BULK CARRIER"
"2886",2009,"BULK CARRIER"
"2887",2009,"BULK CARRIER"
"2888",2009,"CARGO"
"2889",2009,"CARGO"
"2890",2009,"BULK CARRIER"
"2891",2009,"CARGO"
"2892",2009,"BULK CARRIER"
"2893",2009,"CARGO"
"2894",2009,"CARGO"
"2895",2009,"CONTAINER SHIP"
"2896",2009,"TANKER"
"2897",2009,"BULK CARRIER"
"2898",2009,"TANKER"
"2899",2009,"BULK CARRIER"
"2900",2009,"BULK CARRIER"
"2901",2009,"BULK CARRIER"
"2902",2009,"CARGO"
"2903",2009,"TANKER"
"2904",2009,"BULK CARRIER"
"2905",2009,"BULK CARRIER"
"2906",2009,"MERCHANT"
"2907",2009,"MERCHANT"
"2908",2009,"CONTAINER SHIP"
"2909",2009,"MERCHANT"
"2910",2009,"BULK CARRIER"
"2911",2009,"MERCHANT"
"2912",2009,"BULK CARRIER"
"2913",2009,"TANKER"
"2914",2009,"Other"
"2915",2009,"BULK CARRIER"
"2916",2009,"BULK CARRIER"
"2917",2009,"BULK CARRIER"
"2918",2009,"BULK CARRIER"
"2919",2009,"CARGO"
"2920",2009,"TANKER"
"2921",2009,"TANKER"
"2922",2009,"BULK CARRIER"
"2923",2009,"TANKER"
"2924",2009,"TANKER"
"2925",2009,"TANKER"
"2926",2009,"TANKER"
"2927",2009,"BULK CARRIER"
"2928",2009,"TANKER"
"2929",2009,"CARGO"
"2930",2009,"BULK CARRIER"
"2931",2009,"MOTOR"
"2932",2009,"TANKER"
"2933",2009,"TANKER"
"2934",2009,"TANKER"
"2935",2009,"BULK CARRIER"
"2936",2009,"TANKER"
"2937",2009,"MERCHANT"
"2938",2009,"BULK CARRIER"
"2939",2009,"BULK CARRIER"
"2940",2009,"MOTOR"
"2941",2009,"MOTOR"
"2942",2009,"TANKER"
"2943",2009,"TANKER"
"2944",2009,"TANKER"
"2945",2009,"TANKER"
"2946",2009,"TANKER"
"2947",2009,"TANKER"
"2948",2009,"CARGO"
"2949",2009,"BULK CARRIER"
"2950",2009,"CARGO"
"2951",2009,"TANKER"
"2952",2009,"TANKER"
"2953",2009,"CARGO"
"2954",2009,"BULK CARRIER"
"2955",2009,"MOTOR"
"2956",2009,"TANKER"
"2957",2009,"MOTOR"
"2958",2009,"CARGO"
"2959",2009,"MERCHANT"
"2960",2009,"MERCHANT"
"2961",2009,"MOTOR"
"2962",2009,"MERCHANT"
"2963",2009,"TANKER"
"2964",2009,"TANKER"
"2965",2009,"CARGO"
"2966",2009,"BULK CARRIER"
"2967",2009,"CARGO"
"2968",2009,"FISHING"
"2969",2009,"BULK CARRIER"
"2970",2009,"TANKER"
"2971",2009,"TANKER"
"2972",2009,"CARGO"
"2973",2009,"BULK CARRIER"
"2974",2009,"BULK CARRIER"
"2975",2009,"Other"
"2976",2009,"BULK CARRIER"
"2977",2009,"FISHING"
"2978",2009,"CARGO"
"2979",2009,"BULK CARRIER"
"2980",2009,"BULK CARRIER"
"2981",2009,"BULK CARRIER"
"2982",2009,"MOTOR"
"2983",2009,"TANKER"
"2984",2009,"TANKER"
"2985",2009,"TANKER"
"2986",2009,"MOTOR"
"2987",2009,"Other"
"2988",2009,"BULK CARRIER"
"2989",2009,"TANKER"
"2990",2009,"MOTOR"
"2991",2009,"MOTOR"
"2992",2009,"BULK CARRIER"
"2993",2009,"MOTOR"
"2994",2009,"CARGO"
"2995",2009,"SS/USS"
"2996",2009,"MOTOR"
"2997",2009,"MOTOR"
"2998",2009,"MOTOR"
"2999",2009,"MOTOR"
"3000",2009,"TANKER"
"3001",2009,"TANKER"
"3002",2009,"BULK CARRIER"
"3003",2009,"BULK CARRIER"
"3004",2009,"BULK CARRIER"
"3005",2009,"BULK CARRIER"
"3006",2009,"CARGO"
"3007",2009,"BULK CARRIER"
"3008",2009,"TANKER"
"3009",2009,"TANKER"
"3010",2009,"TANKER"
"3011",2009,"BULK CARRIER"
"3012",2009,"TANKER"
"3013",2009,"BULK CARRIER"
"3014",2009,"TANKER"
"3015",2009,"TANKER"
"3016",2009,"MERCHANT"
"3017",2009,"CARGO"
"3018",2009,"TANKER"
"3019",2009,"TANKER"
"3020",2009,"BULK CARRIER"
"3021",2009,"TANKER"
"3022",2009,"TANKER"
"3023",2009,"TANKER"
"3024",2009,"CARGO"
"3025",2009,"TANKER"
"3026",2009,"CARGO"
"3027",2009,"CARGO"
"3028",2009,"SS/USS"
"3029",2009,"TANKER"
"3030",2009,"TANKER"
"3031",2009,"BULK CARRIER"
"3032",2009,"BULK CARRIER"
"3033",2009,"CARGO"
"3034",2009,"CARGO"
"3035",2009,"CARGO"
"3036",2009,"CARGO"
"3037",2008,"BULK CARRIER"
"3038",2008,"SS/USS"
"3039",2008,"CARGO"
"3040",2008,"BULK CARRIER"
"3041",2008,"Other"
"3042",2008,"MOTOR"
"3043",2008,"YACHT"
"3044",2008,"Other"
"3045",2008,"CARGO"
"3046",2008,"Other"
"3047",2008,"CONTAINER SHIP"
"3048",2008,"Other"
"3049",2008,"CONTAINER SHIP"
"3050",2008,"CARGO"
"3051",2008,"CARGO"
"3052",2008,"CARGO"
"3053",2008,"TANKER"
"3054",2008,"TANKER"
"3055",2008,"Other"
"3056",2008,"MOTOR"
"3057",2008,"SS/USS"
"3058",2008,"TANKER"
"3059",2008,"BULK CARRIER"
"3060",2008,"TANKER"
"3061",2008,"CARGO"
"3062",2008,"BULK CARRIER"
"3063",2008,"CARGO"
"3064",2008,"CARGO"
"3065",2008,"FISHING"
"3066",2008,"BULK CARRIER"
"3067",2008,"TANKER"
"3068",2008,"TANKER"
"3069",2008,"TANKER"
"3070",2008,"TANKER"
"3071",2008,"BULK CARRIER"
"3072",2008,"TANKER"
"3073",2008,"TANKER"
"3074",2008,"BULK CARRIER"
"3075",2008,"MOTOR"
"3076",2008,"CARGO"
"3077",2008,"TANKER"
"3078",2008,"MOTOR"
"3079",2008,"CARGO"
"3080",2008,"CARGO"
"3081",2008,"MOTOR"
"3082",2008,"TANKER"
"3083",2008,"BULK CARRIER"
"3084",2008,"TANKER"
"3085",2008,"BULK CARRIER"
"3086",2008,"TANKER"
"3087",2008,"CARGO"
"3088",2008,"TANKER"
"3089",2008,"CARGO"
"3090",2008,"TANKER"
"3091",2008,"BULK CARRIER"
"3092",2008,"BULK CARRIER"
"3093",2008,"CARGO"
"3094",2008,"Other"
"3095",2008,"TANKER"
"3096",2008,"CARGO"
"3097",2008,"CARGO"
"3098",2008,"CARGO"
"3099",2008,"CARGO"
"3100",2008,"TANKER"
"3101",2008,"CONTAINER SHIP"
"3102",2008,"BULK CARRIER"
"3103",2008,"TANKER"
"3104",2008,"BULK CARRIER"
"3105",2008,"TANKER"
"3106",2008,"BULK CARRIER"
"3107",2008,"CARGO"
"3108",2008,"BULK CARRIER"
"3109",2008,"BULK CARRIER"
"3110",2008,"TANKER"
"3111",2008,"CARGO"
"3112",2008,"CONTAINER SHIP"
"3113",2008,"CARGO"
"3114",2008,"CARGO"
"3115",2008,"CARGO"
"3116",2008,"TANKER"
"3117",2008,"TANKER"
"3118",2008,"TANKER"
"3119",2008,"CARGO"
"3120",2008,"BULK CARRIER"
"3121",2008,"BULK CARRIER"
"3122",2008,"BULK CARRIER"
"3123",2008,"BULK CARRIER"
"3124",2008,"CARGO"
"3125",2008,"CARGO"
"3126",2008,"Other"
"3127",2008,"TANKER"
"3128",2008,"CONTAINER SHIP"
"3129",2008,"BULK CARRIER"
"3130",2008,"BULK CARRIER"
"3131",2008,"TANKER"
"3132",2008,"TANKER"
"3133",2008,"CARGO"
"3134",2008,"CONTAINER SHIP"
"3135",2008,"TANKER"
"3136",2008,"CONTAINER SHIP"
"3137",2008,"BULK CARRIER"
"3138",2008,"YACHT"
"3139",2008,"BULK CARRIER"
"3140",2008,"TANKER"
"3141",2008,"TANKER"
"3142",2008,"CONTAINER SHIP"
"3143",2008,"TANKER"
"3144",2008,"CONTAINER SHIP"
"3145",2008,"CARGO"
"3146",2008,"Other"
"3147",2008,"CARGO"
"3148",2008,"Other"
"3149",2008,"CARGO"
"3150",2008,"CARGO"
"3151",2008,"CARGO"
"3152",2008,"CARGO"
"3153",2008,"CARGO"
"3154",2008,"CARGO"
"3155",2008,"TANKER"
"3156",2008,"TANKER"
"3157",2008,"CARGO"
"3158",2008,"BULK CARRIER"
"3159",2008,"Other"
"3160",2008,"BULK CARRIER"
"3161",2008,"CONTAINER SHIP"
"3162",2008,"CONTAINER SHIP"
"3163",2008,"TANKER"
"3164",2008,"Other"
"3165",2008,"YACHT"
"3166",2008,"Other"
"3167",2008,"CARGO"
"3168",2008,"Other"
"3169",2008,"CARGO"
"3170",2008,"TANKER"
"3171",2008,"CONTAINER SHIP"
"3172",2008,"TANKER"
"3173",2008,"CARGO"
"3174",2008,"TANKER"
"3175",2008,"CARGO"
"3176",2008,"Other"
"3177",2008,"TANKER"
"3178",2008,"BULK CARRIER"
"3179",2008,"YACHT"
"3180",2008,"CONTAINER SHIP"
"3181",2008,"TANKER"
"3182",2008,"TANKER"
"3183",2008,"Other"
"3184",2008,"CONTAINER SHIP"
"3185",2008,"TANKER"
"3186",2008,"CARGO"
"3187",2008,"Other"
"3188",2008,"BULK CARRIER"
"3189",2008,"Other"
"3190",2008,"BULK CARRIER"
"3191",2008,"BULK CARRIER"
"3192",2008,"CARGO"
"3193",2008,"CARGO"
"3194",2008,"CARGO"
"3195",2008,"TANKER"
"3196",2008,"TANKER"
"3197",2008,"BULK CARRIER"
"3198",2008,"Other"
"3199",2008,"Other"
"3200",2008,"CONTAINER SHIP"
"3201",2008,"Other"
"3202",2008,"TANKER"
"3203",2008,"Other"
"3204",2008,"YACHT"
"3205",2008,"Other"
"3206",2008,"SS/USS"
"3207",2008,"Other"
"3208",2008,"FISHING"
"3209",2008,"TANKER"
"3210",2008,"FISHING"
"3211",2008,"MERCHANT"
"3212",2008,"TANKER"
"3213",2008,"Other"
"3214",2008,"Other"
"3215",2008,"YACHT"
"3216",2008,"BULK CARRIER"
"3217",2008,"Other"
"3218",2008,"TANKER"
"3219",2008,"FISHING"
"3220",2007,"Other"
"3221",2007,"SS/USS"
"3222",2007,"Other"
"3223",2007,"TANKER"
"3224",2007,"Other"
"3225",2007,"Other"
"3226",2007,"BULK CARRIER"
"3227",2007,"TANKER"
"3228",2007,"Other"
"3229",2007,"Other"
"3230",2007,"TANKER"
"3231",2007,"CONTAINER SHIP"
"3232",2007,"CONTAINER SHIP"
"3233",2007,"MERCHANT"
"3234",2007,"MERCHANT"
"3235",2007,"Other"
"3236",2007,"FISHING"
"3237",2007,"MERCHANT"
"3238",2007,"MERCHANT"
"3239",2007,"MERCHANT"
"3240",2007,"MERCHANT"
"3241",2007,"MERCHANT"
"3242",2007,"MERCHANT"
"3243",2007,"MERCHANT"
"3244",2007,"MERCHANT"
"3245",2007,"Other"
"3246",2007,"FISHING"
"3247",2007,"MERCHANT"
"3248",2007,"Other"
"3249",2007,"MERCHANT"
"3250",2007,"MERCHANT"
"3251",2007,"SS/USS"
"3252",2007,"MERCHANT"
"3253",2007,"YACHT"
"3254",2007,"Other"
"3255",2007,"FISHING"
"3256",2007,"YACHT"
"3257",2007,"MERCHANT"
"3258",2007,"YACHT"
"3259",2007,"Other"
"3260",2006,"MERCHANT"
"3261",2006,"MERCHANT"
"3262",2006,"MERCHANT"
"3263",2006,"FISHING"
"3264",2006,"MERCHANT"
"3265",2006,"MERCHANT"
"3266",2006,"MERCHANT"
"3267",2006,"MERCHANT"
"3268",2006,"MERCHANT"
"3269",2006,"MERCHANT"
"3270",2006,"MERCHANT"
"3271",2006,"Other"
"3272",2006,"MERCHANT"
"3273",2006,"MERCHANT"
"3274",2006,"MERCHANT"
"3275",2006,"MERCHANT"
"3276",2006,"MERCHANT"
"3277",2006,"MERCHANT"
"3278",2006,"MERCHANT"
"3279",2006,"MERCHANT"
"3280",2006,"FISHING"
"3281",2006,"BULK CARRIER"
"3282",2006,"YACHT"
"3283",2006,"MERCHANT"
"3284",2006,"MERCHANT"
"3285",2006,"SS/USS"
"3286",2006,"MERCHANT"
"3287",2006,"MERCHANT"
"3288",2006,"MERCHANT"
"3289",2006,"MERCHANT"
"3290",2006,"MERCHANT"
"3291",2006,"SS/USS"
"3292",2006,"MERCHANT"
"3293",2006,"MERCHANT"
"3294",2005,"MERCHANT"
"3295",2005,"MERCHANT"
"3296",2005,"MERCHANT"
"3297",2005,"MERCHANT"
"3298",2005,"MERCHANT"
"3299",2005,"MERCHANT"
"3300",2005,"MERCHANT"
"3301",2005,"MERCHANT"
"3302",2005,"MERCHANT"
"3303",2005,"MERCHANT"
"3304",2005,"MERCHANT"
"3305",2005,"MERCHANT"
"3306",2005,"MERCHANT"
"3307",2005,"MERCHANT"
"3308",2005,"MERCHANT"
"3309",2005,"MERCHANT"
"3310",2005,"MERCHANT"
"3311",2005,"MERCHANT"
"3312",2005,"Other"
"3313",2005,"MERCHANT"
"3314",2005,"MERCHANT"
"3315",2005,"Other"
"3316",2005,"MERCHANT"
"3317",2005,"MERCHANT"
"3318",2005,"MERCHANT"
"3319",2005,"MERCHANT"
"3320",2005,"FISHING"
"3321",2005,"FISHING"
"3322",2005,"MERCHANT"
"3323",2005,"MERCHANT"
"3324",2005,"MERCHANT"
"3325",2005,"Other"
"3326",2005,"YACHT"
"3327",2005,"YACHT"
"3328",2005,"MERCHANT"
"3329",2005,"MERCHANT"
"3330",2004,"MERCHANT"
"3331",2004,"MERCHANT"
"3332",2004,"YACHT"
"3333",2004,"MERCHANT"
"3334",2004,"MERCHANT"
"3335",2004,"MERCHANT"
"3336",2004,"MERCHANT"
"3337",2004,"MERCHANT"
"3338",2004,"MERCHANT"
"3339",2004,"MERCHANT"
"3340",2004,"MERCHANT"
"3341",2004,"MERCHANT"
"3342",2004,"MERCHANT"
"3343",2004,"MERCHANT"
"3344",2004,"MERCHANT"
"3345",2004,"MERCHANT"
"3346",2004,"MERCHANT"
"3347",2004,"YACHT"
"3348",2004,"YACHT"
"3349",2004,"Other"
"3350",2004,"MERCHANT"
"3351",2003,"MERCHANT"
"3352",2003,"MERCHANT"
"3353",2003,"MERCHANT"
"3354",2003,"MERCHANT"
"3355",2003,"MERCHANT"
"3356",2003,"MERCHANT"
"3357",2003,"MERCHANT"
"3358",2003,"Other"
"3359",2003,"MERCHANT"
"3360",2003,"MERCHANT"
"3361",2003,"MERCHANT"
"3362",2003,"MERCHANT"
"3363",2003,"MERCHANT"
"3364",2003,"MERCHANT"
"3365",2003,"MERCHANT"
"3366",2003,"MERCHANT"
"3367",2003,"MERCHANT"
"3368",2003,"MERCHANT"
"3369",2003,"Other"
"3370",2003,"MERCHANT"
"3371",2003,"MERCHANT"
"3372",2003,"MERCHANT"
"3373",2003,"MERCHANT"
"3374",2003,"YACHT"
"3375",2003,"YACHT"
"3376",2002,"MERCHANT"
"3377",2002,"MERCHANT"
"3378",2002,"MERCHANT"
"3379",2002,"MERCHANT"
"3380",2002,"MERCHANT"
"3381",2002,"MERCHANT"
"3382",2002,"MERCHANT"
"3383",2002,"MERCHANT"
"3384",2002,"MERCHANT"
"3385",2002,"MERCHANT"
"3386",2002,"MERCHANT"
"3387",2002,"MERCHANT"
"3388",2002,"MERCHANT"
"3389",2002,"MERCHANT"
"3390",2002,"MERCHANT"
"3391",2002,"MERCHANT"
"3392",2002,"Other"
"3393",2002,"MERCHANT"
"3394",2002,"MERCHANT"
"3395",2002,"MERCHANT"
"3396",2002,"MERCHANT"
"3397",2002,"MERCHANT"
"3398",2002,"MERCHANT"
"3399",2002,"MERCHANT"
"3400",2002,"MERCHANT"
"3401",2002,"MERCHANT"
"3402",2002,"MERCHANT"
"3403",2002,"MERCHANT"
"3404",2002,"MERCHANT"
"3405",2002,"MERCHANT"
"3406",2002,"MERCHANT"
"3407",2001,"MERCHANT"
"3408",2001,"MERCHANT"
"3409",2001,"MERCHANT"
"3410",2001,"MERCHANT"
"3411",2001,"Other"
"3412",2001,"MERCHANT"
"3413",2001,"MERCHANT"
"3414",2001,"Other"
"3415",2001,"MERCHANT"
"3416",2001,"MERCHANT"
"3417",2001,"MERCHANT"
"3418",2001,"MERCHANT"
"3419",2001,"Other"
"3420",2001,"MERCHANT"
"3421",2001,"Other"
"3422",2001,"Other"
"3423",2001,"Other"
"3424",2001,"Other"
"3425",2001,"YACHT"
"3426",2001,"MOTOR"
"3427",2001,"MERCHANT"
"3428",2001,"Other"
"3429",2001,"MERCHANT"
"3430",2000,"MERCHANT"
"3431",2000,"MERCHANT"
"3432",2000,"FISHING"
"3433",2000,"MERCHANT"
"3434",2000,"MERCHANT"
"3435",2000,"YACHT"
"3436",2000,"MERCHANT"
"3437",2000,"MERCHANT"
"3438",2000,"MERCHANT"
"3439",2000,"SS/USS"
"3440",2000,"MERCHANT"
"3441",2000,"MERCHANT"
"3442",2000,"YACHT"
"3443",2000,"SS/USS"
"3444",2000,"MERCHANT"
"3445",2000,"MERCHANT"
"3446",2000,"MERCHANT"
"3447",2000,"MERCHANT"
"3448",2000,"MERCHANT"
"3449",2000,"Other"
"3450",2000,"YACHT"
"3451",2000,"MERCHANT"
"3452",2000,"MERCHANT"
"3453",2000,"MERCHANT"
"3454",2000,"Other"
"3455",2000,"MERCHANT"
"3456",1999,"Other"
"3457",1999,"Other"
"3458",1999,"Other"
"3459",1999,"Other"
"3460",1999,"Other"
"3461",1999,"YACHT"
"3462",1999,"YACHT"
"3463",1998,"SS/USS"
"3464",1998,"SS/USS"
"3465",1998,"Other"
"3466",1997,"YACHT"
"3467",1996,"MERCHANT"
"3468",1996,"MERCHANT"
"3469",1995,"Other"
"3470",1995,"Other"
"3471",1995,"TANKER"
"3472",1995,"Other"
"3473",1995,"Other"
"3474",1995,"Other"
"3475",1995,"Other"
"3476",1995,"Other"
"3477",1995,"MERCHANT"
"3478",1995,"MERCHANT"
"3479",1995,"Other"
"3480",1995,"MERCHANT"
"3481",1994,"CARGO"
"3482",1994,"MERCHANT"
"3483",1994,"MERCHANT"
"3484",1994,"MERCHANT"
"3485",1994,"CONTAINER SHIP"
"3486",1994,"Other"
"3487",1993,"Other"
"3488",1993,"Other"
"3489",1993,"SS/USS"
"3490",1992,"Other"
"3491",1992,"TANKER"
"3492",1992,"Other"
"3493",1991,"CARGO"
"3494",1991,"MERCHANT"
"3495",1991,"SS/USS"
"3496",1990,"MERCHANT"
"3497",1990,"MERCHANT"
"3498",1990,"MERCHANT"
"3499",1990,"Other"
"3500",1990,"Other"
"3501",1989,"Other"
"3502",1989,"Other"
"3503",1989,"SS/USS"
"3504",1988,"SS/USS"
"3505",1988,"Other"
"3506",1988,"TANKER"
"3507",1987,"Other"
"3508",1987,"MERCHANT"
"3509",1986,"Other"
"3510",1986,"Other"
"3511",1986,"Other"
"3512",1986,"Other"
"3513",1986,"SS/USS"
"3514",1985,"Other"
"3515",1985,"Other"
"3516",1985,"Other"
"3517",1985,"Other"
"3518",1985,"Other"
"3519",1985,"Other"
"3520",1985,"Other"
"3521",1985,"MERCHANT"
"3522",1984,"TANKER"
"3523",1984,"MERCHANT"
"3524",1984,"MERCHANT"
"3525",2013,"CONTAINER SHIP"
"3526",2013,"CONTAINER SHIP"
"3527",2013,"TRAWLER"
"3528",2013,"TRAWLER"
"3529",2013,"CONTAINER SHIP"
"3530",2013,"TANKER"
"3531",2013,"TANKER"
"3532",2013,"TANKER"
"3533",2013,"BULK CARRIER"
"3534",2013,"FISHING"
"3535",2013,"FISHING"
"3536",2013,"TANKER"
"3537",2013,"TANKER"
"3538",2013,"TANKER"
"3539",2013,"FISHING"
"3540",2013,"TANKER"
"3541",2013,"BULK CARRIER"
"3542",2013,"SS/USS"
"3543",2013,"TRAWLER"
"3544",2013,"TANKER"
"3545",2013,"TANKER"
"3546",2013,"BULK CARRIER"
"3547",2013,"TANKER"
"3548",2013,"TANKER"
"3549",2013,"TANKER"
"3550",2013,"BULK CARRIER"
"3551",2013,"CARGO"
"3552",2012,"TANKER"
"3553",2012,"MERCHANT"
"3554",2012,"BULK CARRIER"
"3555",2012,"FISHING"
"3556",2012,"BULK CARRIER"
"3557",2012,"Other"
"3558",2012,"BULK CARRIER"
"3559",2012,"TANKER"
"3560",2012,"MERCHANT"
"3561",2012,"BULK CARRIER"
"3562",2012,"CONTAINER SHIP"
"3563",2012,"Other"
"3564",2012,"CONTAINER SHIP"
"3565",2012,"BULK CARRIER"
"3566",2012,"TANKER"
"3567",2012,"TANKER"
"3568",2012,"MERCHANT"
"3569",2012,"MERCHANT"
"3570",2012,"CONTAINER SHIP"
"3571",2012,"MERCHANT"
"3572",2012,"TANKER"
"3573",2012,"MERCHANT"
"3574",2012,"BULK CARRIER"
"3575",2012,"MERCHANT"
"3576",2012,"MERCHANT"
"3577",2012,"BULK CARRIER"
"3578",2012,"CONTAINER SHIP"
"3579",2012,"TANKER"
"3580",2012,"CARGO"
"3581",2012,"CARGO"
"3582",2012,"BULK CARRIER"
"3583",2012,"Other"
"3584",2012,"MERCHANT"
"3585",2011,"CONTAINER SHIP"
"3586",2011,"BULK CARRIER"
"3587",2011,"CONTAINER SHIP"
"3588",2011,"TANKER"
"3589",2011,"BULK CARRIER"
"3590",2011,"MERCHANT"
"3591",2011,"CONTAINER SHIP"
"3592",2011,"FISHING"
"3593",2011,"TANKER"
"3594",2011,"MERCHANT"
"3595",2011,"TANKER"
"3596",2011,"CARGO"
"3597",2011,"TANKER"
"3598",2011,"CONTAINER SHIP"
"3599",2011,"CARGO"
"3600",2011,"TANKER"
"3601",2011,"TANKER"
"3602",2011,"BULK CARRIER"
"3603",2011,"BULK CARRIER"
"3604",2011,"TANKER"
"3605",2011,"BULK CARRIER"
"3606",2011,"CONTAINER SHIP"
"3607",2011,"CONTAINER SHIP"
"3608",2011,"TANKER"
"3609",2011,"BULK CARRIER"
"3610",2011,"BULK CARRIER"
"3611",2011,"BULK CARRIER"
"3612",2011,"CONTAINER SHIP"
"3613",2011,"CONTAINER SHIP"
"3614",2011,"TANKER"
"3615",2011,"BULK CARRIER"
"3616",2011,"Other"
"3617",2011,"TANKER"
"3618",2011,"BULK CARRIER"
"3619",2011,"TANKER"
"3620",2011,"TANKER"
"3621",2011,"MERCHANT"
"3622",2011,"CONTAINER SHIP"
"3623",2011,"MERCHANT"
"3624",2011,"BULK CARRIER"
"3625",2011,"BULK CARRIER"
"3626",2011,"Other"
"3627",2011,"BULK CARRIER"
"3628",2011,"CONTAINER SHIP"
"3629",2011,"MERCHANT"
"3630",2011,"Other"
"3631",2011,"BULK CARRIER"
"3632",2011,"TANKER"
"3633",2011,"MERCHANT"
"3634",2011,"CONTAINER SHIP"
"3635",2011,"TANKER"
"3636",2011,"TANKER"
"3637",2011,"MERCHANT"
"3638",2011,"YACHT"
"3639",2011,"TANKER"
"3640",2011,"MERCHANT"
"3641",2011,"TANKER"
"3642",2011,"CONTAINER SHIP"
"3643",2011,"CONTAINER SHIP"
"3644",2011,"TANKER"
"3645",2011,"TANKER"
"3646",2011,"Other"
"3647",2011,"CONTAINER SHIP"
"3648",2011,"MERCHANT"
"3649",2011,"TANKER"
"3650",2011,"CONTAINER SHIP"
"3651",2011,"MERCHANT"
"3652",2011,"TANKER"
"3653",2011,"MERCHANT"
"3654",2011,"BULK CARRIER"
"3655",2011,"TANKER"
"3656",2011,"CARGO"
"3657",2011,"CONTAINER SHIP"
"3658",2011,"MERCHANT"
"3659",2011,"CARGO"
"3660",2011,"CARGO"
"3661",2011,"MERCHANT"
"3662",2011,"MERCHANT"
"3663",2011,"Other"
"3664",2011,"BULK CARRIER"
"3665",2011,"BULK CARRIER"
"3666",2011,"TANKER"
"3667",2011,"MERCHANT"
"3668",2011,"MERCHANT"
"3669",2011,"TANKER"
"3670",2011,"TANKER"
"3671",2011,"MERCHANT"
"3672",2011,"TANKER"
"3673",2011,"MERCHANT"
"3674",2011,"Other"
"3675",2011,"Other"
"3676",2011,"TANKER"
"3677",2010,"MERCHANT"
"3678",2010,"CARGO"
"3679",2010,"MERCHANT"
"3680",2010,"TANKER"
"3681",2010,"BULK CARRIER"
"3682",2010,"MERCHANT"
"3683",2010,"BULK CARRIER"
"3684",2010,"MERCHANT"
"3685",2010,"CARGO"
"3686",2010,"MERCHANT"
"3687",2010,"TANKER"
"3688",2010,"MERCHANT"
"3689",2010,"TANKER"
"3690",2010,"BULK CARRIER"
"3691",2010,"MERCHANT"
"3692",2010,"TANKER"
"3693",2010,"CONTAINER SHIP"
"3694",2010,"CONTAINER SHIP"
"3695",2010,"MERCHANT"
"3696",2010,"TANKER"
"3697",2010,"CARGO"
"3698",2010,"TANKER"
"3699",2010,"MERCHANT"
"3700",2010,"MERCHANT"
"3701",2010,"MERCHANT"
"3702",2010,"TANKER"
"3703",2010,"FISHING"
"3704",2010,"MERCHANT"
"3705",2010,"FISHING"
"3706",2010,"TANKER"
"3707",2010,"MERCHANT"
"3708",2010,"CONTAINER SHIP"
"3709",2010,"MERCHANT"
"3710",2010,"BULK CARRIER"
"3711",2010,"CARGO"
"3712",2010,"MERCHANT"
"3713",2010,"TANKER"
"3714",2010,"CARGO"
"3715",2010,"MERCHANT"
"3716",2010,"CARGO"
"3717",2010,"TANKER"
"3718",2010,"MERCHANT"
"3719",2010,"TANKER"
